GemsFDTD_109B, 29.5603
GemsFDTD_712B, 30.8693
GemsFDTD_716B, 14.2988
astar_163B, 1.04899
astar_23B, 2.34687
astar_313B, 40.2296
bwaves_1609B, 22.7676
bwaves_1861B, 23.1781
bwaves_98B, 0.44515
bzip2_183B, 1.50236
bzip2_259B, 3.02356
bzip2_281B, 2.38
cactusADM_1039B, 8.95289
cactusADM_1495B, 8.57671
cactusADM_734B, 8.93522
calculix_2655B, 1.13043
calculix_2670B, 0.0189
calculix_3812B, 0.83019
gamess_196B, 0.03107
gamess_247B, 0.01337
gamess_316B, 0.03052
gcc_13B, 14.5893
gcc_39B, 0.24572
gcc_56B, 0.54689
gobmk_135B, 0.274
gobmk_60B, 0.26712
gobmk_76B, 0.23215
gromacs_0B, 0.22212
gromacs_1B, 0.07009
h264ref_178B, 0.76607
h264ref_273B, 0.79852
h264ref_351B, 0.88766
hmmer_397B, 1.54841
hmmer_546B, 0.14692
hmmer_7B, 1.096
lbm_1004B, 32.253
lbm_564B, 33.74
lbm_94B, 30.5374
leslie3d_1116B, 25.7597
leslie3d_1186B, 21.1454
leslie3d_94B, 26.0669
libquantum_1210B, 30.0682
libquantum_1735B, 27.8944
libquantum_964B, 33.9044
mcf_158B, 76.099
mcf_250B, 89.1631
mcf_46B, 70.3854
milc_360B, 20.9585
milc_409B, 18.1755
milc_744B, 17.4449
namd_1907B, 0.08411
namd_400B, 0.0487
namd_851B, 0.10364
omnetpp_17B, 10.3038
omnetpp_340B, 17.0106
omnetpp_4B, 6.74132
perlbench_105B, 0.19883
perlbench_135B, 0.2498
perlbench_53B, 0.19001
povray_250B, 0.01424
povray_437B, 0.02727
povray_711B, 0.02694
sjeng_1109B, 0.36747
sjeng_1966B, 0.39669
sjeng_358B, 0.36192
soplex_205B, 34.1025
soplex_217B, 34.108
soplex_66B, 27.573
sphinx3_1339B, 10.9775
sphinx3_2520B, 8.23917
sphinx3_883B, 12.7567
tonto_2049B, 0.11855
tonto_2834B, 0.2061
tonto_422B, 2.76187
wrf_1212B, 0.78051
wrf_1228B, 10.1802
wrf_1650B, 7.84971
xalancbmk_748B, 2.7187
xalancbmk_768B, 0.27531
xalancbmk_99B, 29.4543
zeusmp_100B, 4.9905
zeusmp_300B, 2.65241
zeusmp_600B, 3.15904
