GemsFDTD_109B, 34.3541
GemsFDTD_712B, 38.3158
GemsFDTD_716B, 14.2313
astar_163B, 1.54462
astar_23B, 2.76173
astar_313B, 42.8541
bwaves_1609B, 22.2002
bwaves_1861B, 23.6072
bwaves_98B, 0.49309
bzip2_183B, 1.37154
bzip2_259B, 2.99227
bzip2_281B, 2.36937
cactusADM_1039B, 8.19154
cactusADM_1495B, 7.75253
cactusADM_734B, 8.2689
calculix_2655B, 1.21143
calculix_2670B, 0.0189
calculix_3812B, 0.94244
gamess_196B, 0.03107
gamess_247B, 0.01337
gamess_316B, 0.03052
gcc_13B, 16.358
gcc_39B, 0.24577
gcc_56B, 0.5785
gobmk_135B, 0.28693
gobmk_60B, 0.28162
gobmk_76B, 0.23651
gromacs_0B, 0.22212
gromacs_1B, 0.07009
h264ref_178B, 0.76084
h264ref_273B, 0.74339
h264ref_351B, 0.83599
hmmer_397B, 2.04382
hmmer_546B, 0.14695
hmmer_7B, 1.46481
lbm_1004B, 39.8999
lbm_564B, 41.8116
lbm_94B, 36.7947
leslie3d_1116B, 26.8715
leslie3d_1186B, 23.4822
leslie3d_94B, 32.6895
libquantum_1210B, 38.2932
libquantum_1735B, 36.477
libquantum_964B, 46.4508
mcf_158B, 67.1667
mcf_250B, 70.5624
mcf_46B, 65.9451
milc_360B, 27.4576
milc_409B, 25.7702
milc_744B, 23.9538
namd_1907B, 0.08411
namd_400B, 0.0487
namd_851B, 0.10364
omnetpp_17B, 6.88122
omnetpp_340B, 20.4099
omnetpp_4B, 4.99847
perlbench_105B, 0.19887
perlbench_135B, 0.23249
perlbench_53B, 0.17268
povray_250B, 0.01424
povray_437B, 0.02727
povray_711B, 0.02694
sjeng_1109B, 0.40589
sjeng_1966B, 0.44066
sjeng_358B, 0.39354
soplex_205B, 31.9635
soplex_217B, 30.3787
soplex_66B, 25.0662
sphinx3_1339B, 6.50389
sphinx3_2520B, 5.03802
sphinx3_883B, 8.71894
tonto_2049B, 0.11854
tonto_2834B, 0.20584
tonto_422B, 2.36725
wrf_1212B, 0.96683
wrf_1228B, 10.7061
wrf_1650B, 8.94073
xalancbmk_748B, 4.02512
xalancbmk_768B, 0.33315
xalancbmk_99B, 24.2683
zeusmp_100B, 6.62534
zeusmp_300B, 3.35602
zeusmp_600B, 3.67075
