GemsFDTD_109B, 35.9569
GemsFDTD_712B, 39.9533
GemsFDTD_716B, 14.2086
astar_163B, 2.06899
astar_23B, 2.79831
astar_313B, 42.685
bwaves_1609B, 22.1795
bwaves_1861B, 23.8039
bwaves_98B, 0.50006
bzip2_183B, 1.45971
bzip2_259B, 2.8489
bzip2_281B, 2.2756
cactusADM_1039B, 8.24058
cactusADM_1495B, 7.8791
cactusADM_734B, 8.25451
calculix_2655B, 1.41167
calculix_2670B, 0.0189
calculix_3812B, 1.19606
gamess_196B, 0.03107
gamess_247B, 0.01337
gamess_316B, 0.03052
gcc_13B, 16.7113
gcc_39B, 0.24573
gcc_56B, 0.57388
gobmk_135B, 0.2848
gobmk_60B, 0.27767
gobmk_76B, 0.23464
gromacs_0B, 0.22212
gromacs_1B, 0.07009
h264ref_178B, 0.72345
h264ref_273B, 0.71159
h264ref_351B, 0.8499
hmmer_397B, 2.79967
hmmer_546B, 0.14707
hmmer_7B, 1.46632
lbm_1004B, 44.1742
lbm_564B, 45.7011
lbm_94B, 41.2531
leslie3d_1116B, 27.696
leslie3d_1186B, 24.6259
leslie3d_94B, 33.2981
libquantum_1210B, 38.4002
libquantum_1735B, 36.3867
libquantum_964B, 46.321
mcf_158B, 63.2116
mcf_250B, 68.7015
mcf_46B, 61.098
milc_360B, 27.7348
milc_409B, 26.0917
milc_744B, 23.775
namd_1907B, 0.08411
namd_400B, 0.0487
namd_851B, 0.10364
omnetpp_17B, 2.77609
omnetpp_340B, 19.9254
omnetpp_4B, 2.66732
perlbench_105B, 0.19883
perlbench_135B, 0.25828
perlbench_53B, 0.19245
povray_250B, 0.01424
povray_437B, 0.02727
povray_711B, 0.02694
sjeng_1109B, 0.40371
sjeng_1966B, 0.44146
sjeng_358B, 0.3939
soplex_205B, 32.9833
soplex_217B, 31.4518
soplex_66B, 25.4139
sphinx3_1339B, 4.65921
sphinx3_2520B, 3.60668
sphinx3_883B, 7.46616
tonto_2049B, 0.11855
tonto_2834B, 0.20584
tonto_422B, 2.33928
wrf_1212B, 0.97491
wrf_1228B, 10.3625
wrf_1650B, 8.97805
xalancbmk_748B, 4.05074
xalancbmk_768B, 0.30447
xalancbmk_99B, 21.7825
zeusmp_100B, 6.84821
zeusmp_300B, 3.38244
zeusmp_600B, 3.68339
