GemsFDTD_109B, 0.285414
GemsFDTD_712B, 0.2447
GemsFDTD_716B, 0.665459
astar_163B, 0.66247
astar_23B, 0.41898
astar_313B, 0.147964
bwaves_1609B, 0.2839
bwaves_1861B, 0.322136
bwaves_98B, 1.63101
bzip2_183B, 1.22327
bzip2_259B, 1.40418
bzip2_281B, 1.35926
cactusADM_1039B, 0.92173
cactusADM_1495B, 0.947964
cactusADM_734B, 0.908763
calculix_2655B, 2.66754
calculix_2670B, 2.81774
calculix_3812B, 2.65427
gamess_196B, 1.57002
gamess_247B, 1.58687
gamess_316B, 1.65947
gcc_13B, 0.348736
gcc_39B, 1.23344
gcc_56B, 1.45847
gobmk_135B, 0.882233
gobmk_60B, 0.9105
gobmk_76B, 0.87384
gromacs_0B, 1.83077
gromacs_1B, 1.79082
h264ref_178B, 1.58868
h264ref_273B, 1.44032
h264ref_351B, 1.45819
hmmer_397B, 2.00264
hmmer_546B, 2.30371
hmmer_7B, 2.07903
lbm_1004B, 0.245418
lbm_564B, 0.235957
lbm_94B, 0.25564
leslie3d_1116B, 0.511825
leslie3d_1186B, 0.59341
leslie3d_94B, 0.423895
libquantum_1210B, 0.31503
libquantum_1735B, 0.315678
libquantum_964B, 0.583197
mcf_158B, 0.0724403
mcf_250B, 0.0664612
mcf_46B, 0.0818961
milc_360B, 0.560838
milc_409B, 0.578301
milc_744B, 0.653266
namd_1907B, 2.41199
namd_400B, 2.04686
namd_851B, 2.43338
omnetpp_17B, 1.34096
omnetpp_340B, 0.382137
omnetpp_4B, 1.43399
perlbench_105B, 1.54163
perlbench_135B, 0.805381
perlbench_53B, 0.798841
povray_250B, 1.1165
povray_437B, 1.14565
povray_711B, 1.11752
sjeng_1109B, 0.828727
sjeng_1966B, 0.868002
sjeng_358B, 0.86387
soplex_205B, 0.268371
soplex_217B, 0.276402
soplex_66B, 0.329779
sphinx3_1339B, 0.93919
sphinx3_2520B, 1.17707
sphinx3_883B, 0.752782
tonto_2049B, 1.44492
tonto_2834B, 1.47975
tonto_422B, 1.42359
wrf_1212B, 1.54135
wrf_1228B, 0.890803
wrf_1650B, 0.67937
xalancbmk_748B, 1.17066
xalancbmk_768B, 1.78299
xalancbmk_99B, 0.253843
zeusmp_100B, 1.7047
zeusmp_300B, 1.76342
zeusmp_600B, 1.83784
